playbook;techniques
p838;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DNSDenylisting'}, {'4': 'NetworkTrafficAnalysis'}]
p83;[]
p840;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p841;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p842;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p843;[{'1': 'NetworkTrafficFiltering'}, {'2': 'InboundTrafficFiltering'}, {'3': 'OutboundTrafficFiltering'}, {'4': 'NetworkTrafficPolicyMapping'}]
p844;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p845;[{'1': 'IndicatorEnrichment'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
p846;[{'1': 'VulnerabilityAssessment'}, {'2': 'SystemVulnerabilityAssessment'}, {'3': 'NetworkVulnerabilityAssessment'}, {'4': 'OperationalRiskAssessment'}]
p847;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p848;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p84;[]
p850;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p851;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p852;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p853;[{'1': 'OperationalActivityMapping'}, {'2': 'OperationalDependencyMapping'}, {'3': 'OrganizationMapping'}, {'4': 'UserBehaviorAnalysis'}]
p854;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p855;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p856;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DNSDenylisting'}, {'4': 'NetworkTrafficAnalysis'}]
p857;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p858;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p85;[]
p860;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p861;[{'1': 'SystemVulnerabilityAssessment'}, {'2': 'NetworkVulnerabilityAssessment'}, {'3': 'OperationalRiskAssessment'}, {'4': 'ProcessAnalysis'}]
p862;[{'1': 'UserBehaviorAnalysis'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OrganizationMapping'}]
p863;[{'1': 'MalwareDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p864;[{'1': 'PhishingDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p865;[{'1': 'ServiceMonitoring'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p866;[{'1': 'OperationalActivityMapping'}, {'2': 'OperationalDependencyMapping'}, {'3': 'OrganizationMapping'}, {'4': 'UserBehaviorAnalysis'}]
p867;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p868;[{'1': 'PhishingDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p86;[]
p870;[{'1': 'OperationalActivityMapping'}, {'2': 'OperationalDependencyMapping'}, {'3': 'OrganizationMapping'}, {'4': 'UserBehaviorAnalysis'}]
p871;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p872;[{'1': 'RansomwareDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p873;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p874;[{'1': 'CredentialRevoking'}, {'2': 'CredentialEviction'}, {'3': 'AccountLocking'}, {'4': 'RestoreUserAccountAccess'}]
p875;[{'1': 'IndicatorEnrichment'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
p876;[{'1': 'ThreatHunting'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p877;[{'1': 'MalwareDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p878;[{'1': 'RiskAssessment'}, {'2': 'OperationalRiskAssessment'}, {'3': 'SystemVulnerabilityAssessment'}, {'4': 'NetworkVulnerabilityAssessment'}]
p87;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierActivityAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p880;[{'1': 'AutoInvestigation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p881;[{'1': 'EventCorrelation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p882;[{'1': 'AutoUndoContainment'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p883;[{'1': 'IndicatorBlocking'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p884;[{'1': 'IndicatorEnrichment'}, {'2': 'OperationalActivityMapping'}, {'3': 'OperationalDependencyMapping'}, {'4': 'UserBehaviorAnalysis'}]
p885;[{'1': 'DataImport'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p886;[{'1': 'RiskInvestigation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p887;[{'1': 'EventCorrelation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p888;[{'1': 'RiskMitigation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p88;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierActivityAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p890;[{'1': 'AssetProtection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p891;[{'1': 'IndicatorReview'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p892;[{'1': 'ResponsePlaybookSelection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p893;[{'1': 'WirelessAccessPointDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p894;[{'1': 'RootkitDetection'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p895;[{'1': 'RootkitRemediation'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p896;[{'1': 'NetworkTrafficAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ExecutableDenylisting'}, {'4': 'AdministrativeNetworkActivityAnalysis'}]
p897;[{'1': 'InvestigationClosure'}, {'2': 'NetworkTrafficAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'ExecutableDenylisting'}]
p89;[]
p8;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p901;[{'1': 'EmailRemoval'}, {'2': 'DynamicAnalysis'}, {'3': 'NetworkTrafficAnalysis'}, {'4': 'FileAnalysis'}]
p902;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'EmailFiltering'}, {'4': 'IdentifierReputationAnalysis'}]
p903;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'URLReputationAnalysis'}]
p904;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'EmailFiltering'}]
p905;[{'1': 'ProcessTermination'}, {'2': 'ProcessEviction'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessLineageAnalysis'}]
p906;[]
p907;[{'1': 'IPReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'NetworkTrafficFiltering'}]
p908;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IPReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p90;[]
p910;[{'1': 'IPReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p911;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'URLReputationAnalysis'}]
p912;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'URLAnalysis'}]
p913;[{'1': 'AccessModeling'}, {'2': 'UserAccountPermissions'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p914;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'IdentifierReputationAnalysis'}]
p915;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'PlatformMonitoring'}]
p916;[{'1': 'IPReputationAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'PlatformMonitoring'}]
p917;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IPReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'MessageAnalysis'}]
p918;[{'1': 'NetworkTrafficFiltering'}, {'2': 'PlatformMonitoring'}, {'3': 'NetworkTrafficAnalysis'}, {'4': 'ProcessEviction'}]
p91;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'ConnectionAttemptAnalysis'}]
p920;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IPReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p921;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IPReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p922;[{'1': 'SoftwareUpdate'}, {'2': 'PlatformHardening'}, {'3': 'SystemVulnerabilityAssessment'}, {'4': 'SystemDependencyMapping'}]
p923;[{'1': 'ProcessEviction'}, {'2': 'PlatformMonitoring'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'SystemVulnerabilityAssessment'}]
p924;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'IdentifierAnalysis'}]
p925;[{'1': 'FileAnalysis'}, {'2': 'NetworkTrafficFiltering'}, {'3': 'ProcessEviction'}, {'4': 'PlatformMonitoring'}]
p926;[{'1': 'MessageAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'URLReputationAnalysis'}]
p927;[]
p928;[]
p92;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'ConnectionAttemptAnalysis'}]
p930;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'URLReputationAnalysis'}]
p931;[]
p932;[]
p933;[]
p934;[]
p935;[]
p936;[]
p937;[]
p938;[]
p93;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p940;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p941;[]
p942;[]
p943;[]
p944;[]
p945;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p946;[{'1': 'AccessModeling'}, {'2': 'UserAccountPermissions'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IdentifierAnalysis'}]
p947;[]
p948;[]
p94;[{'1': 'URLReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p950;[]
p951;[]
p952;[]
p953;[]
p954;[]
p955;[]
p956;[]
p957;[]
p958;[]
p95;[{'1': 'FileAnalysis'}, {'2': 'FileContentAnalysis'}, {'3': 'FileHashReputationAnalysis'}, {'4': 'DynamicAnalysis'}]
p960;[]
p961;[]
p962;[]
p963;[]
p964;[]
p965;[]
p966;[]
p967;[]
p968;[]
p96;[]
p970;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p971;[]
p972;[]
p973;[]
p974;[]
p975;[]
p976;[]
p977;[]
p978;[]
p97;[]
p980;[]
p981;[]
p982;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'IdentifierAnalysis'}, {'4': 'URLReputationAnalysis'}]
p983;[]
p984;[]
p985;[]
p986;[]
p987;[]
p988;[]
p98;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'IPReputationAnalysis'}]
p990;[]
p991;{'Categories': []}
p992;{'Categories': []}
p993;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p994;{'Categories': []}
p995;{'Categories': []}
p996;{'Categories': []}
p997;{'Categories': []}
p99;[{'1': 'IdentifierReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'URLReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p9;[{'1': 'InboundTrafficFiltering'}, {'2': 'ExecutableDenylisting'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'OutboundTrafficFiltering'}]
p1000;{'Categories': []}
p1001;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1002;{'Categories': []}
p1003;{'Categories': []}
p1004;{'Categories': []}
p1005;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1006;{'Categories': []}
p1007;{'Categories': []}
p1008;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p100;[{'1': 'IdentifierActivityAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'ConnectionAttemptAnalysis'}]
p1010;[{'1': 'AccessModeling'}, {'2': 'AccountLocking'}, {'3': 'AuthenticationEventThresholding'}, {'4': 'AuthorizationEventThresholding'}]
p1011;[{'1': 'AccessModeling'}, {'2': 'AccountLocking'}, {'3': 'AuthenticationEventThresholding'}, {'4': 'AuthorizationEventThresholding'}]
p1012;[{'1': 'AccessModeling'}, {'2': 'AccountLocking'}, {'3': 'AuthenticationEventThresholding'}, {'4': 'AuthorizationEventThresholding'}]
p1013;{'Categories': []}
p1014;{'Categories': []}
p1015;[{'1': 'AccountLocking'}, {'2': 'CredentialRevoking'}, {'3': 'CredentialEviction'}, {'4': 'CredentialRotation'}]
p1016;[{'1': 'DNSDenylisting'}, {'2': 'ForwardResolutionDomainDenylisting'}, {'3': 'ReverseResolutionDomainDenylisting'}, {'4': 'HierarchicalDomainDenylisting'}]
p1017;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1018;[{'1': 'ExecutableDenylisting'}, {'2': 'ExecutableAllowlisting'}, {'3': 'FileHashing'}, {'4': 'FileHashReputationAnalysis'}]
p1020;[{'1': 'InboundTrafficFiltering'}, {'2': 'OutboundTrafficFiltering'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'IPReputationAnalysis'}]
p1021;[{'1': 'InboundTrafficFiltering'}, {'2': 'OutboundTrafficFiltering'}, {'3': 'NetworkTrafficFiltering'}, {'4': 'IPReputationAnalysis'}]
p1022;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1023;{'Categories': []}
p1024;{'Categories': []}
p1025;{'Categories': []}
p1026;{'Categories': []}
p1027;{'Categories': []}
p1028;{'Categories': []}
p102;[]
p1030;[{'1': 'CommandLineAnalysis'}, {'2': 'ProcessAnalysis'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessLineageAnalysis'}]
p1031;[{'1': 'NetworkIsolation'}, {'2': 'AccountLocking'}, {'3': 'CredentialRevoking'}, {'4': 'CredentialEviction'}]
p1032;{'Categories': []}
p1033;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1034;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1035;[{'1': 'AssetVulnerabilityEnumeration'}, {'2': 'ConfigurationInventory'}, {'3': 'SoftwareInventory'}, {'4': 'SystemVulnerabilityAssessment'}]
p1036;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1037;{'Categories': []}
p1038;{'Categories': []}
p103;[]
p1040;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p1041;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p1042;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p1043;[{'1': 'DynamicAnalysis'}, {'2': 'FileAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileHashing'}]
p1044;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1045;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1046;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1047;[{'1': 'URLAnalysis'}, {'2': 'URLReputationAnalysis'}, {'3': 'DomainNameReputationAnalysis'}, {'4': 'HomoglyphDetection'}]
p1048;[{'1': 'DomainNameReputationAnalysis'}, {'2': 'DomainTrustPolicy'}, {'3': 'DNSAllowlisting'}, {'4': 'DNSDenylisting'}]
p104;[{'1': 'ProcessAnalysis'}, {'2': 'ProcessLineageAnalysis'}, {'3': 'ProcessSpawnAnalysis'}, {'4': 'ProcessEviction'}]
p1050;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1051;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1052;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1053;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1054;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1055;{'Categories': []}
p1056;{'Categories': []}
p1057;{'Categories': []}
p1058;{'Categories': []}
p105;[]
p1060;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1061;{'Categories': []}
p1062;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1063;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1064;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1065;{'Categories': []}
p1066;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1067;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1068;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p106;[]
p1070;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1071;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1072;[{'1': 'FileHashing'}, {'2': 'FileHashReputationAnalysis'}, {'3': 'FileContentAnalysis'}, {'4': 'FileAnalysis'}]
p1073;[{'1': 'EndpointHealthBeacon'}, {'2': 'OperatingSystemMonitoring'}, {'3': 'PlatformMonitoring'}, {'4': 'SystemFileAnalysis'}]
p1074;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1075;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1076;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1077;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'SenderReputationAnalysis'}, {'4': 'SenderMTAReputationAnalysis'}]
p1078;{'Categories': []}
p107;[]
p1080;{'Categories': []}
p1081;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p1082;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p1083;[{'1': 'IPReputationAnalysis'}, {'2': 'IdentifierAnalysis'}, {'3': 'IdentifierReputationAnalysis'}, {'4': 'DomainNameReputationAnalysis'}]
p1084;[{'1': 'NetworkIsolation'}, {'2': 'EndpointHealthBeacon'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p1085;[{'1': 'NetworkIsolation'}, {'2': 'EndpointHealthBeacon'}, {'3': 'ProcessEviction'}, {'4': 'ProcessSuspension'}]
p1086;[{'1': 'FileAnalysis'}, {'2': 'ProcessAnalysis'}, {'3': 'SystemFileAnalysis'}, {'4': 'DynamicAnalysis'}]
p1087;[{'1': 'IdentifierAnalysis'}, {'2': 'IdentifierReputationAnalysis'}, {'3': 'OperationalDependencyMapping'}, {'4': 'OperationalRiskAssessment'}]
p1088;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'MessageAnalysis'}]
p108;[]
p1090;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'MessageAnalysis'}]
p1091;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'MessageAnalysis'}]
p1092;[{'1': 'SenderReputationAnalysis'}, {'2': 'EmailFiltering'}, {'3': 'EmailRemoval'}, {'4': 'MessageAnalysis'}]
p1093;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
p1094;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
p1095;[{'1': 'EmailFiltering'}, {'2': 'EmailRemoval'}, {'3': 'MessageAnalysis'}, {'4': 'MessageAuthentication'}]
